5 907.762000
6 1276.464000
7 1254.662000
8 1648.702000
9 2884.902000
10 4086.244000
11 7684.370000
12 13569.796000
13 26154.226000
14 52809.554000
15 110446.264000
16 200731.390000
17 399015.606000
18 788052.532000
19 1761805.628000
